date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:19	1293/1293	---M--	200	added ('OK')	text/css	date:Sun,%2011%20Sep%202022%2018:52:38%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/elementor/css/post-6.css?ver=1662922358	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/elementor/css/post-621d2.css	(from https://sinalizadorlucrativo.com.br/)
16:35:19	165666/165666	---M--	200	added ('OK')	text/css	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.7.4	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/css/frontend.minf6c4.css	(from https://sinalizadorlucrativo.com.br/)
16:35:20	42082/42082	---M--	200	added ('OK')	text/css	date:Sun,%2011%20Sep%202022%2018:52:39%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/elementor/css/global.css?ver=1662922359	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/elementor/css/globalcf1b.css	(from https://sinalizadorlucrativo.com.br/)
16:35:20	57912/57912	---M--	200	added ('OK')	text/css	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://sinalizadorlucrativo.com.br/)
16:35:20	55077/55077	---M--	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2004:05:43%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/elementor/css/post-11.css?ver=1663733143	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/elementor/css/post-115c61.css	(from https://sinalizadorlucrativo.com.br/)
16:35:20	1082/1082	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2003:16:38%20GMT	https://sinalizadorlucrativo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1665544598	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.mindbe6.css	(from https://sinalizadorlucrativo.com.br/)
16:35:20	481039/481039	---M--	200	added ('OK')	text/css	date:Mon,%2012%20Sep%202022%2021:34:27%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.7.5	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/css/frontend.min3430.css	(from https://sinalizadorlucrativo.com.br/)
16:35:21	201743/201743	---MC-	200	added ('OK')	application/json	date:Fri,%2003%20Mar%202023%2019:34:51%20GMT	https://sinalizadorlucrativo.com.br/wp-json/	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-json/index.html	(from https://sinalizadorlucrativo.com.br/)
16:35:21	66672/66672	---MC-	200	added ('OK')	application/json	date:Fri,%2003%20Mar%202023%2019:34:51%20GMT	https://sinalizadorlucrativo.com.br/wp-json/wp/v2/pages/11	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-json/wp/v2/pages/11.json	(from https://sinalizadorlucrativo.com.br/)
16:35:22	876/876	---M--	200	added ('OK')	text/xml	date:Fri,%2003%20Mar%202023%2019:34:52%20GMT	https://sinalizadorlucrativo.com.br/xmlrpc.php?rsd	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/xmlrpc0db0.php	(from https://sinalizadorlucrativo.com.br/)
16:35:22	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Fri,%2003%20Mar%202023%2019:34:52%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/wlwmanifest.xml	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/wlwmanifest.html	(from https://sinalizadorlucrativo.com.br/)
16:35:22	2422/2422	---MC-	200	added ('OK')	application/json	date:Fri,%2003%20Mar%202023%2019:34:53%20GMT	https://sinalizadorlucrativo.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinalizadorlucrativo.com.br%2F	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-json/oembed/1.0/embed8c98.json	(from https://sinalizadorlucrativo.com.br/)
16:35:23	2497/2497	---MC-	200	added ('OK')	text/xml	date:Fri,%2003%20Mar%202023%2019:34:53%20GMT	https://sinalizadorlucrativo.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinalizadorlucrativo.com.br%2F&format=xml	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-json/oembed/1.0/embed4019	(from https://sinalizadorlucrativo.com.br/)
16:35:23	33660/33660	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Sep%202022%2018:57:54%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/WhatsApp_Image_2022-08-10_at_15.09.59-removebg-preview-2-150x150.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/WhatsApp_Image_2022-08-10_at_15.09.59-removebg-preview-2-150x150.png	(from https://sinalizadorlucrativo.com.br/)
16:35:23	166621/166621	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Sep%202022%2018:57:54%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/WhatsApp_Image_2022-08-10_at_15.09.59-removebg-preview-2.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/WhatsApp_Image_2022-08-10_at_15.09.59-removebg-preview-2.png	(from https://sinalizadorlucrativo.com.br/)
16:35:23	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/Meus%20Sites/SinalizadorLucrativo/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://sinalizadorlucrativo.com.br/)
16:35:24	15500/15500	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Sep%202022%2021:37:03%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/11-1024x143.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/11-1024x143.png	(from https://sinalizadorlucrativo.com.br/)
16:35:24	1379/1379	---M--	200	added ('OK')	image/jpeg	etag:%225708091d1abd8a0cf13a336465ce6353%22	https://images.converteai.net/bc03b72f-aa88-47cb-8f7b-caaba7c4190f/players/630c012e3ca310000a3d66c7/thumbnail.jpg	C:/Meus%20Sites/SinalizadorLucrativo/images.converteai.net/bc03b72f-aa88-47cb-8f7b-caaba7c4190f/players/630c012e3ca310000a3d66c7/thumbnail.jpg	(from https://sinalizadorlucrativo.com.br/)
16:35:25	2697/2697	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c6946016021dbfc943cac425b0a5941f%22	https://scripts.converteai.net/bc03b72f-aa88-47cb-8f7b-caaba7c4190f/players/630c012e3ca310000a3d66c7/player.js	C:/Meus%20Sites/SinalizadorLucrativo/scripts.converteai.net/bc03b72f-aa88-47cb-8f7b-caaba7c4190f/players/630c012e3ca310000a3d66c7/player.js	(from https://sinalizadorlucrativo.com.br/)
16:35:25	93012/93012	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Sep%202022%2021:36:46%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a1-2022-09-12-11_58_17-750x1024.jpg	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a1-2022-09-12-11_58_17-750x1024.jpg	(from https://sinalizadorlucrativo.com.br/)
16:35:25	82215/82215	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Sep%202022%2021:36:54%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a2-2022-09-12-09_52_36-736x1024.jpg	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a2-2022-09-12-09_52_36-736x1024.jpg	(from https://sinalizadorlucrativo.com.br/)
16:35:25	84272/84272	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Sep%202022%2021:36:56%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a3-2022-09-12-09_52_25-663x1024.jpg	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a3-2022-09-12-09_52_25-663x1024.jpg	(from https://sinalizadorlucrativo.com.br/)
16:35:26	70738/70738	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Sep%202022%2021:36:47%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a4-2022-09-12-11_52_22-757x1024.jpg	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/screencapture-alanysiqueira-br-a4-2022-09-12-11_52_22-757x1024.jpg	(from https://sinalizadorlucrativo.com.br/)
16:35:26	66775/66775	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2016:57:23%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/ceel.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/ceel.png	(from https://sinalizadorlucrativo.com.br/)
16:35:26	139877/139877	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2016:55:33%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/lapt-1-1.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/lapt-1-1.png	(from https://sinalizadorlucrativo.com.br/)
16:35:26	220882/220882	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2017:02:23%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/222.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/222.png	(from https://sinalizadorlucrativo.com.br/)
16:35:26	77193/77193	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2017:05:57%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/sss.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/sss.png	(from https://sinalizadorlucrativo.com.br/)
16:35:27	84185/84185	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2017:35:54%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/DSDS.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/DSDS.png	(from https://sinalizadorlucrativo.com.br/)
16:35:27	80349/80349	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2017:33:21%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/dsf.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/dsf.png	(from https://sinalizadorlucrativo.com.br/)
16:35:27	53608/53608	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2017:35:12%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/sQAASS.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/sQAASS.png	(from https://sinalizadorlucrativo.com.br/)
16:35:27	58637/58637	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2017:34:25%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/ss.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/ss.png	(from https://sinalizadorlucrativo.com.br/)
16:35:28	47205/47205	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2016:17:40%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/selo-7dias-roxo.png	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/selo-7dias-roxo.png	(from https://sinalizadorlucrativo.com.br/)
16:35:28	31342/31342	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Sep%202022%2018:01:34%20GMT	https://sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/ssl-1.jpg	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/uploads/2022/09/ssl-1.jpg	(from https://sinalizadorlucrativo.com.br/)
16:35:28	18468/18468	---M--	200	added ('OK')	text/css	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.7.4	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.minf6c4.css	(from https://sinalizadorlucrativo.com.br/)
16:35:28	5184/5184	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202022%2021:34:27%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.7.5	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min3430.js	(from https://sinalizadorlucrativo.com.br/)
16:35:28	4957/4957	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.7.4	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.minf6c4.js	(from https://sinalizadorlucrativo.com.br/)
16:35:29	89684/89684	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2002:41:25%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/js/jquery/jquery.mina7a0.js	(from https://sinalizadorlucrativo.com.br/)
16:35:29	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2017:36:06%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://sinalizadorlucrativo.com.br/)
16:35:29	32929/32929	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.7.4	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.minf6c4.js	(from https://sinalizadorlucrativo.com.br/)
16:35:29	6475/6475	---M--	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2020:34:30%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://sinalizadorlucrativo.com.br/)
16:35:29	17823/17823	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2002:41:25%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://sinalizadorlucrativo.com.br/)
16:35:30	4910/4910	---M--	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2020:34:30%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/js/dist/hooks.min6c65.js	(from https://sinalizadorlucrativo.com.br/)
16:35:30	10230/10230	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2002:41:25%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/js/dist/i18n.mine57b.js	(from https://sinalizadorlucrativo.com.br/)
16:35:30	21417/21417	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202022%2021:34:27%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.5	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min3430.js	(from https://sinalizadorlucrativo.com.br/)
16:35:30	12198/12198	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://sinalizadorlucrativo.com.br/)
16:35:31	21440/21440	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2002:41:25%20GMT	https://sinalizadorlucrativo.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://sinalizadorlucrativo.com.br/)
16:35:31	139153/139153	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://sinalizadorlucrativo.com.br/)
16:35:31	2620/2620	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.7.4	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/share-link/share-link.minf6c4.js	(from https://sinalizadorlucrativo.com.br/)
16:35:31	10682/10682	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://sinalizadorlucrativo.com.br/)
16:35:31	40513/40513	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.7.4	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/frontend.minf6c4.js	(from https://sinalizadorlucrativo.com.br/)
16:35:32	134630/134630	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202022%2021:34:27%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.7.5	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min3430.js	(from https://sinalizadorlucrativo.com.br/)
16:35:32	43140/43140	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.7.4	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/js/preloaded-modules.minf6c4.js	(from https://sinalizadorlucrativo.com.br/)
16:35:32	3704/3704	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202022%2021:34:27%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.7.5	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min3430.js	(from https://sinalizadorlucrativo.com.br/)
16:35:33	211640/211640	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.16.0	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.eot	(from https://sinalizadorlucrativo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1665544597)
16:35:33	93372/93372	---M--	200	added ('OK')	font/woff2	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.16.0	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff2	(from https://sinalizadorlucrativo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1665544597)
16:35:33	114280/114280	---M--	200	added ('OK')	font/woff	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.16.0	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff	(from https://sinalizadorlucrativo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1665544597)
16:35:33	211480/211480	---M--	200	added ('OK')	font/ttf	date:Sun,%2011%20Sep%202022%2018:58:55%20GMT	https://sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.16.0	C:/Meus%20Sites/SinalizadorLucrativo/sinalizadorlucrativo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.ttf	(from https://sinalizadorlucrativo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1665544597)
